lifecycle_id,work_id,cost_channel,value,unit,denominator,reporting_status,component_or_proxy,evidence_locator,interpretation_limit
LC-EFF-0259,lancaster2024modemv2,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0260,lancaster2024modemv2,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0261,lancaster2024modemv2,safety_exposure,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0262,lancaster2024modemv2,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0263,lancaster2024modemv2,failed_development_runs,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0264,lancaster2024modemv2,prior_data_cost,10 demonstrations per task,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0265,sharma2023medalpp,active_human_time,NR,NR,NR,not_reported,none located,PDF p.7 Figs. 5–6 and Table 6,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0266,sharma2023medalpp,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.7 Figs. 5–6 and Table 6,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0267,sharma2023medalpp,reset_recovery_cost,first 30 min then approximately hourly,manual-reset cadence,per-task long run,source_reported_component,cadence only; minutes/count NR,PDF p.7 Figs. 5–6 and Table 6,Reported component does not constitute a full lifecycle-channel total.
LC-EFF-0268,sharma2023medalpp,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.7 Figs. 5–6 and Table 6,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0269,sharma2023medalpp,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.7 Figs. 5–6 and Table 6,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0270,sharma2023medalpp,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.7 Figs. 5–6 and Table 6,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0271,sharma2023medalpp,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.7 Figs. 5–6 and Table 6,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0272,sharma2023medalpp,prior_data_cost,demonstration set for both task directions,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF p.7 Figs. 5–6 and Table 6,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
