claim_evidence_id,claim_id,evidence_id,relation,executable_filter,expected_count,member_work_ids,source_locator,notes
CE-EFF-0242,CL-EFF-025,QE-EFF-0309,missingness_member,quant.metric_name=reported_phase_duration AND quant.reporting_status=not_reported,7,chatzilygeroudis2017blackdrops,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,Full executable-filter membership; NR is not zero.
CE-EFF-0243,CL-EFF-025,QE-EFF-0331,missingness_member,quant.metric_name=reported_phase_duration AND quant.reporting_status=not_reported,7,zhou2023realorl,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0244,CL-EFF-025,QE-EFF-0392,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Full executable-filter membership; NR is not zero.
CE-EFF-0245,CL-EFF-025,QE-EFF-0394,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Full executable-filter membership; NR is not zero.
CE-EFF-0246,CL-EFF-025,QE-EFF-0395,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Full executable-filter membership; NR is not zero.
CE-EFF-0247,CL-EFF-025,QE-EFF-0397,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,mendonca2025continuous,"PDF pp.4,7–8,16",Full executable-filter membership; NR is not zero.
CE-EFF-0248,CL-EFF-025,QE-EFF-0400,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Full executable-filter membership; NR is not zero.
CE-EFF-0249,CL-EFF-025,QE-EFF-0401,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Full executable-filter membership; NR is not zero.
CE-EFF-0250,CL-EFF-025,QE-EFF-0402,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,yin2026playworld,"PDF pp.2,4–7,10,23",Full executable-filter membership; NR is not zero.
CE-EFF-0251,CL-EFF-025,QE-EFF-0405,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Full executable-filter membership; NR is not zero.
CE-EFF-0252,CL-EFF-025,QE-EFF-0408,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,kalashnikov2022mtopt,"PDF p.1 abstract; pp.15–17 appendix, Table IV",Full executable-filter membership; NR is not zero.
CE-EFF-0253,CL-EFF-025,QE-EFF-0410,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,nair2020awac,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,Full executable-filter membership; NR is not zero.
CE-EFF-0254,CL-EFF-025,QE-EFF-0411,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,singh2021cog,PDF p.8 Sec. 5.2 and real-robot table,Full executable-filter membership; NR is not zero.
CE-EFF-0255,CL-EFF-025,QE-EFF-0412,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,kumar2023ptr,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0256,CL-EFF-025,QE-EFF-0413,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,chebotar2023qtransformer,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,Full executable-filter membership; NR is not zero.
CE-EFF-0257,CL-EFF-025,QE-EFF-0414,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,nair2018rig,PDF pp.8–9 Sec. 5.3,Full executable-filter membership; NR is not zero.
CE-EFF-0258,CL-EFF-025,QE-EFF-0415,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,gupta2021resetfreemtl,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",Full executable-filter membership; NR is not zero.
CE-EFF-0259,CL-EFF-025,QE-EFF-0417,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,nagabandi2019metarl,PDF p.9 Sec. 5.4,Full executable-filter membership; NR is not zero.
CE-EFF-0260,CL-EFF-025,QE-EFF-0419,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,chatzilygeroudis2017blackdrops,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,Full executable-filter membership; NR is not zero.
CE-EFF-0261,CL-EFF-025,QE-EFF-0420,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,johannink2019residual,PDF pp.5–6 Sec. IV and physical result figures,Full executable-filter membership; NR is not zero.
CE-EFF-0262,CL-EFF-025,QE-EFF-0421,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,zhou2023realorl,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0263,CL-EFF-025,QE-EFF-0424,missingness_member,quant.metric_name=time_to_declared_target AND quant.reporting_status=not_reported,20,sharma2023medalpp,PDF p.7 Figs. 5–6 and Table 6,Full executable-filter membership; NR is not zero.
CE-EFF-0264,CL-EFF-017,LC-EFF-0001,missingness_member,lifecycle.reporting_status=not_reported,230,luo2024serl,"PDF p.8 Table 2; pp.4,8",Missing lifecycle channel: active_human_time.
CE-EFF-0265,CL-EFF-017,LC-EFF-0002,missingness_member,lifecycle.reporting_status=not_reported,230,luo2024serl,"PDF p.8 Table 2; pp.4,8",Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0266,CL-EFF-017,LC-EFF-0003,missingness_member,lifecycle.reporting_status=not_reported,230,luo2024serl,"PDF p.8 Table 2; pp.4,8",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0267,CL-EFF-017,LC-EFF-0004,missingness_member,lifecycle.reporting_status=not_reported,230,luo2024serl,"PDF p.8 Table 2; pp.4,8",Missing lifecycle channel: engineering_setup_time.
CE-EFF-0268,CL-EFF-017,LC-EFF-0005,missingness_member,lifecycle.reporting_status=not_reported,230,luo2024serl,"PDF p.8 Table 2; pp.4,8",Missing lifecycle channel: safety_exposure.
CE-EFF-0269,CL-EFF-017,LC-EFF-0006,missingness_member,lifecycle.reporting_status=not_reported,230,luo2024serl,"PDF p.8 Table 2; pp.4,8",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0270,CL-EFF-017,LC-EFF-0007,missingness_member,lifecycle.reporting_status=not_reported,230,luo2024serl,"PDF p.8 Table 2; pp.4,8",Missing lifecycle channel: failed_development_runs.
CE-EFF-0271,CL-EFF-017,LC-EFF-0009,missingness_member,lifecycle.reporting_status=not_reported,230,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Missing lifecycle channel: active_human_time.
CE-EFF-0272,CL-EFF-017,LC-EFF-0011,missingness_member,lifecycle.reporting_status=not_reported,230,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0273,CL-EFF-017,LC-EFF-0012,missingness_member,lifecycle.reporting_status=not_reported,230,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Missing lifecycle channel: engineering_setup_time.
CE-EFF-0274,CL-EFF-017,LC-EFF-0013,missingness_member,lifecycle.reporting_status=not_reported,230,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Missing lifecycle channel: safety_exposure.
CE-EFF-0275,CL-EFF-017,LC-EFF-0014,missingness_member,lifecycle.reporting_status=not_reported,230,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0276,CL-EFF-017,LC-EFF-0015,missingness_member,lifecycle.reporting_status=not_reported,230,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Missing lifecycle channel: failed_development_runs.
CE-EFF-0277,CL-EFF-017,LC-EFF-0017,missingness_member,lifecycle.reporting_status=not_reported,230,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Missing lifecycle channel: active_human_time.
CE-EFF-0278,CL-EFF-017,LC-EFF-0018,missingness_member,lifecycle.reporting_status=not_reported,230,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0279,CL-EFF-017,LC-EFF-0019,missingness_member,lifecycle.reporting_status=not_reported,230,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0280,CL-EFF-017,LC-EFF-0020,missingness_member,lifecycle.reporting_status=not_reported,230,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Missing lifecycle channel: engineering_setup_time.
CE-EFF-0281,CL-EFF-017,LC-EFF-0021,missingness_member,lifecycle.reporting_status=not_reported,230,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Missing lifecycle channel: safety_exposure.
CE-EFF-0282,CL-EFF-017,LC-EFF-0022,missingness_member,lifecycle.reporting_status=not_reported,230,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0283,CL-EFF-017,LC-EFF-0023,missingness_member,lifecycle.reporting_status=not_reported,230,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Missing lifecycle channel: failed_development_runs.
CE-EFF-0284,CL-EFF-017,LC-EFF-0025,missingness_member,lifecycle.reporting_status=not_reported,230,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Missing lifecycle channel: active_human_time.
CE-EFF-0285,CL-EFF-017,LC-EFF-0026,missingness_member,lifecycle.reporting_status=not_reported,230,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0286,CL-EFF-017,LC-EFF-0028,missingness_member,lifecycle.reporting_status=not_reported,230,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Missing lifecycle channel: engineering_setup_time.
CE-EFF-0287,CL-EFF-017,LC-EFF-0029,missingness_member,lifecycle.reporting_status=not_reported,230,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Missing lifecycle channel: safety_exposure.
CE-EFF-0288,CL-EFF-017,LC-EFF-0030,missingness_member,lifecycle.reporting_status=not_reported,230,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0289,CL-EFF-017,LC-EFF-0031,missingness_member,lifecycle.reporting_status=not_reported,230,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Missing lifecycle channel: failed_development_runs.
CE-EFF-0290,CL-EFF-017,LC-EFF-0033,missingness_member,lifecycle.reporting_status=not_reported,230,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Missing lifecycle channel: active_human_time.
CE-EFF-0291,CL-EFF-017,LC-EFF-0034,missingness_member,lifecycle.reporting_status=not_reported,230,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0292,CL-EFF-017,LC-EFF-0035,missingness_member,lifecycle.reporting_status=not_reported,230,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0293,CL-EFF-017,LC-EFF-0036,missingness_member,lifecycle.reporting_status=not_reported,230,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Missing lifecycle channel: engineering_setup_time.
CE-EFF-0294,CL-EFF-017,LC-EFF-0037,missingness_member,lifecycle.reporting_status=not_reported,230,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Missing lifecycle channel: safety_exposure.
CE-EFF-0295,CL-EFF-017,LC-EFF-0039,missingness_member,lifecycle.reporting_status=not_reported,230,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Missing lifecycle channel: failed_development_runs.
CE-EFF-0296,CL-EFF-017,LC-EFF-0042,missingness_member,lifecycle.reporting_status=not_reported,230,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0297,CL-EFF-017,LC-EFF-0044,missingness_member,lifecycle.reporting_status=not_reported,230,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Missing lifecycle channel: engineering_setup_time.
CE-EFF-0298,CL-EFF-017,LC-EFF-0045,missingness_member,lifecycle.reporting_status=not_reported,230,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Missing lifecycle channel: safety_exposure.
CE-EFF-0299,CL-EFF-017,LC-EFF-0046,missingness_member,lifecycle.reporting_status=not_reported,230,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0300,CL-EFF-017,LC-EFF-0047,missingness_member,lifecycle.reporting_status=not_reported,230,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Missing lifecycle channel: failed_development_runs.
CE-EFF-0301,CL-EFF-017,LC-EFF-0049,missingness_member,lifecycle.reporting_status=not_reported,230,mendonca2025continuous,"PDF pp.4,7–8,16",Missing lifecycle channel: active_human_time.
CE-EFF-0302,CL-EFF-017,LC-EFF-0050,missingness_member,lifecycle.reporting_status=not_reported,230,mendonca2025continuous,"PDF pp.4,7–8,16",Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0303,CL-EFF-017,LC-EFF-0051,missingness_member,lifecycle.reporting_status=not_reported,230,mendonca2025continuous,"PDF pp.4,7–8,16",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0304,CL-EFF-017,LC-EFF-0053,missingness_member,lifecycle.reporting_status=not_reported,230,mendonca2025continuous,"PDF pp.4,7–8,16",Missing lifecycle channel: safety_exposure.
CE-EFF-0305,CL-EFF-017,LC-EFF-0054,missingness_member,lifecycle.reporting_status=not_reported,230,mendonca2025continuous,"PDF pp.4,7–8,16",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0306,CL-EFF-017,LC-EFF-0055,missingness_member,lifecycle.reporting_status=not_reported,230,mendonca2025continuous,"PDF pp.4,7–8,16",Missing lifecycle channel: failed_development_runs.
CE-EFF-0307,CL-EFF-017,LC-EFF-0057,missingness_member,lifecycle.reporting_status=not_reported,230,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Missing lifecycle channel: active_human_time.
CE-EFF-0308,CL-EFF-017,LC-EFF-0058,missingness_member,lifecycle.reporting_status=not_reported,230,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0309,CL-EFF-017,LC-EFF-0059,missingness_member,lifecycle.reporting_status=not_reported,230,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0310,CL-EFF-017,LC-EFF-0060,missingness_member,lifecycle.reporting_status=not_reported,230,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Missing lifecycle channel: engineering_setup_time.
CE-EFF-0311,CL-EFF-017,LC-EFF-0062,missingness_member,lifecycle.reporting_status=not_reported,230,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0312,CL-EFF-017,LC-EFF-0063,missingness_member,lifecycle.reporting_status=not_reported,230,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Missing lifecycle channel: failed_development_runs.
CE-EFF-0313,CL-EFF-017,LC-EFF-0065,missingness_member,lifecycle.reporting_status=not_reported,230,hu2025robottrainsrobot,"PDF pp.2,6",Missing lifecycle channel: active_human_time.
CE-EFF-0314,CL-EFF-017,LC-EFF-0066,missingness_member,lifecycle.reporting_status=not_reported,230,hu2025robottrainsrobot,"PDF pp.2,6",Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0315,CL-EFF-017,LC-EFF-0067,missingness_member,lifecycle.reporting_status=not_reported,230,hu2025robottrainsrobot,"PDF pp.2,6",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0316,CL-EFF-017,LC-EFF-0069,missingness_member,lifecycle.reporting_status=not_reported,230,hu2025robottrainsrobot,"PDF pp.2,6",Missing lifecycle channel: safety_exposure.
CE-EFF-0317,CL-EFF-017,LC-EFF-0070,missingness_member,lifecycle.reporting_status=not_reported,230,hu2025robottrainsrobot,"PDF pp.2,6",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0318,CL-EFF-017,LC-EFF-0071,missingness_member,lifecycle.reporting_status=not_reported,230,hu2025robottrainsrobot,"PDF pp.2,6",Missing lifecycle channel: failed_development_runs.
CE-EFF-0319,CL-EFF-017,LC-EFF-0073,missingness_member,lifecycle.reporting_status=not_reported,230,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Missing lifecycle channel: active_human_time.
CE-EFF-0320,CL-EFF-017,LC-EFF-0074,missingness_member,lifecycle.reporting_status=not_reported,230,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0321,CL-EFF-017,LC-EFF-0075,missingness_member,lifecycle.reporting_status=not_reported,230,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0322,CL-EFF-017,LC-EFF-0076,missingness_member,lifecycle.reporting_status=not_reported,230,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Missing lifecycle channel: engineering_setup_time.
CE-EFF-0323,CL-EFF-017,LC-EFF-0077,missingness_member,lifecycle.reporting_status=not_reported,230,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Missing lifecycle channel: safety_exposure.
CE-EFF-0324,CL-EFF-017,LC-EFF-0078,missingness_member,lifecycle.reporting_status=not_reported,230,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0325,CL-EFF-017,LC-EFF-0079,missingness_member,lifecycle.reporting_status=not_reported,230,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Missing lifecycle channel: failed_development_runs.
CE-EFF-0326,CL-EFF-017,LC-EFF-0081,missingness_member,lifecycle.reporting_status=not_reported,230,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Missing lifecycle channel: active_human_time.
CE-EFF-0327,CL-EFF-017,LC-EFF-0083,missingness_member,lifecycle.reporting_status=not_reported,230,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0328,CL-EFF-017,LC-EFF-0084,missingness_member,lifecycle.reporting_status=not_reported,230,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Missing lifecycle channel: engineering_setup_time.
CE-EFF-0329,CL-EFF-017,LC-EFF-0085,missingness_member,lifecycle.reporting_status=not_reported,230,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Missing lifecycle channel: safety_exposure.
CE-EFF-0330,CL-EFF-017,LC-EFF-0086,missingness_member,lifecycle.reporting_status=not_reported,230,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0331,CL-EFF-017,LC-EFF-0087,missingness_member,lifecycle.reporting_status=not_reported,230,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Missing lifecycle channel: failed_development_runs.
CE-EFF-0332,CL-EFF-017,LC-EFF-0089,missingness_member,lifecycle.reporting_status=not_reported,230,yin2026playworld,"PDF pp.2,4–7,10,23",Missing lifecycle channel: active_human_time.
CE-EFF-0333,CL-EFF-017,LC-EFF-0091,missingness_member,lifecycle.reporting_status=not_reported,230,yin2026playworld,"PDF pp.2,4–7,10,23",Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0334,CL-EFF-017,LC-EFF-0092,missingness_member,lifecycle.reporting_status=not_reported,230,yin2026playworld,"PDF pp.2,4–7,10,23",Missing lifecycle channel: engineering_setup_time.
CE-EFF-0335,CL-EFF-017,LC-EFF-0093,missingness_member,lifecycle.reporting_status=not_reported,230,yin2026playworld,"PDF pp.2,4–7,10,23",Missing lifecycle channel: safety_exposure.
CE-EFF-0336,CL-EFF-017,LC-EFF-0094,missingness_member,lifecycle.reporting_status=not_reported,230,yin2026playworld,"PDF pp.2,4–7,10,23",Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0337,CL-EFF-017,LC-EFF-0095,missingness_member,lifecycle.reporting_status=not_reported,230,yin2026playworld,"PDF pp.2,4–7,10,23",Missing lifecycle channel: failed_development_runs.
CE-EFF-0338,CL-EFF-017,LC-EFF-0097,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: active_human_time.
CE-EFF-0339,CL-EFF-017,LC-EFF-0098,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0340,CL-EFF-017,LC-EFF-0099,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0341,CL-EFF-017,LC-EFF-0100,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: engineering_setup_time.
CE-EFF-0342,CL-EFF-017,LC-EFF-0101,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: safety_exposure.
CE-EFF-0343,CL-EFF-017,LC-EFF-0102,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0344,CL-EFF-017,LC-EFF-0103,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: failed_development_runs.
CE-EFF-0345,CL-EFF-017,LC-EFF-0104,missingness_member,lifecycle.reporting_status=not_reported,230,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Missing lifecycle channel: prior_data_cost.
CE-EFF-0346,CL-EFF-017,LC-EFF-0106,missingness_member,lifecycle.reporting_status=not_reported,230,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0347,CL-EFF-017,LC-EFF-0107,missingness_member,lifecycle.reporting_status=not_reported,230,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0348,CL-EFF-017,LC-EFF-0108,missingness_member,lifecycle.reporting_status=not_reported,230,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Missing lifecycle channel: engineering_setup_time.
CE-EFF-0349,CL-EFF-017,LC-EFF-0109,missingness_member,lifecycle.reporting_status=not_reported,230,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Missing lifecycle channel: safety_exposure.
CE-EFF-0350,CL-EFF-017,LC-EFF-0110,missingness_member,lifecycle.reporting_status=not_reported,230,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0351,CL-EFF-017,LC-EFF-0111,missingness_member,lifecycle.reporting_status=not_reported,230,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Missing lifecycle channel: failed_development_runs.
CE-EFF-0352,CL-EFF-017,LC-EFF-0113,missingness_member,lifecycle.reporting_status=not_reported,230,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Missing lifecycle channel: active_human_time.
CE-EFF-0353,CL-EFF-017,LC-EFF-0114,missingness_member,lifecycle.reporting_status=not_reported,230,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0354,CL-EFF-017,LC-EFF-0115,missingness_member,lifecycle.reporting_status=not_reported,230,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0355,CL-EFF-017,LC-EFF-0116,missingness_member,lifecycle.reporting_status=not_reported,230,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Missing lifecycle channel: engineering_setup_time.
CE-EFF-0356,CL-EFF-017,LC-EFF-0117,missingness_member,lifecycle.reporting_status=not_reported,230,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Missing lifecycle channel: safety_exposure.
CE-EFF-0357,CL-EFF-017,LC-EFF-0118,missingness_member,lifecycle.reporting_status=not_reported,230,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Missing lifecycle channel: wear_maintenance_downtime.
CE-EFF-0358,CL-EFF-017,LC-EFF-0119,missingness_member,lifecycle.reporting_status=not_reported,230,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Missing lifecycle channel: failed_development_runs.
CE-EFF-0359,CL-EFF-017,LC-EFF-0121,missingness_member,lifecycle.reporting_status=not_reported,230,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Missing lifecycle channel: active_human_time.
CE-EFF-0360,CL-EFF-017,LC-EFF-0122,missingness_member,lifecycle.reporting_status=not_reported,230,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Missing lifecycle channel: standby_monitoring_time.
CE-EFF-0361,CL-EFF-017,LC-EFF-0123,missingness_member,lifecycle.reporting_status=not_reported,230,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Missing lifecycle channel: reset_recovery_cost.
CE-EFF-0362,CL-EFF-017,LC-EFF-0124,missingness_member,lifecycle.reporting_status=not_reported,230,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Missing lifecycle channel: engineering_setup_time.
CE-EFF-0363,CL-EFF-017,LC-EFF-0125,missingness_member,lifecycle.reporting_status=not_reported,230,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Missing lifecycle channel: safety_exposure.
CE-EFF-0364,CL-EFF-017,LC-EFF-0127,missingness_member,lifecycle.reporting_status=not_reported,230,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Missing lifecycle channel: failed_development_runs.
CE-EFF-0365,CL-EFF-017,LC-EFF-0128,missingness_member,lifecycle.reporting_status=not_reported,230,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Missing lifecycle channel: prior_data_cost.
