claim_id,work_id,metric_family,metric_name,value,unit,denominator,comparison_baseline,physical_platform,evidence_locator,source_grade,reporting_status,interpretation_limit
QE-EFF-0169,wu2023daydreamer,control,control_frequency,NR,NR,NR,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0170,wu2023daydreamer,time,active_or_aggregate_robot_hours,1; 8; 10; approximately 2 by task,robot-hours,reported physical interaction or corpus-collection scope,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0171,wu2023daydreamer,time,elapsed_wall_clock,same as disclosed run durations,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0172,wu2023daydreamer,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0173,wu2023daydreamer,compute,reported_compute_resource_or_duration,onboard/desktop learning stack; exact accelerator by task in appendix,hardware or compute-time as reported,"reported training job, model, or online system",NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0174,wu2023daydreamer,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. One main run per robot/task; operational burden is qualitative rather than totaled"
QE-EFF-0175,wu2023daydreamer,evaluation,evaluation_trial_count,NR,NR,NR,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0176,wu2023daydreamer,performance,reported_success_result,A1 learns walking in 1 h and adapts to pushes in 10 min; UR5 8 h; xArm 10 h; Sphero about 2 h,task-defined success/result,success definition recorded for the work,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0177,kalashnikov2018qtopt,time,reported_phase_duration,320k-attempt checkpoint after approximately 440 robot-hours; final 580k after approximately 800 robot-hours,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0178,kalashnikov2018qtopt,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0179,kalashnikov2018qtopt,physical_interaction,physical_episodes_or_rollouts,580000,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported,No matched end-to-end cost baseline or operator-hour total
QE-EFF-0180,kalashnikov2018qtopt,control,control_frequency,NR,NR,NR,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0181,kalashnikov2018qtopt,time,active_or_aggregate_robot_hours,800,robot-hours,reported physical interaction or corpus-collection scope,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0182,kalashnikov2018qtopt,time,elapsed_wall_clock,NR,NR,NR,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0183,kalashnikov2018qtopt,parallelism,primary_data_robot_count,7,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0184,kalashnikov2018qtopt,compute,reported_compute_resource_or_duration,10 NVIDIA P100 GPUs; training reports approximately 40 updates/s at batch 32,hardware or compute-time as reported,"reported training job, model, or online system",NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported_approximate,Compute descriptions are not hardware-normalized and missing compute is not zero. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0185,kalashnikov2018qtopt,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. No matched end-to-end cost baseline or operator-hour total"
QE-EFF-0186,kalashnikov2018qtopt,evaluation,evaluation_trial_count,NR,NR,NR,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0187,kalashnikov2018qtopt,performance,reported_success_result,96% success on unseen objects after the full collection; 78% after the initial 320k attempts,task-defined success/result,success definition recorded for the work,NR,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. No matched end-to-end cost baseline or operator-hour total
QE-EFF-0188,kalashnikov2022mtopt,time,reported_phase_duration,16-month collection program,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0189,kalashnikov2022mtopt,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0190,kalashnikov2022mtopt,physical_interaction,physical_episodes_or_rollouts,nearly/over 800000 episodes,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported_approximate,Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0191,kalashnikov2022mtopt,control,control_frequency,NR,NR,NR,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0192,kalashnikov2022mtopt,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0193,kalashnikov2022mtopt,time,elapsed_wall_clock,16-month program span,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0194,kalashnikov2022mtopt,parallelism,primary_data_robot_count,6-7,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0195,kalashnikov2022mtopt,compute,reported_compute_resource_or_duration,distributed learner,hardware description,learner compute configuration,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0196,kalashnikov2022mtopt,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper."
QE-EFF-0197,kalashnikov2022mtopt,evaluation,evaluation_trial_count,8400,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0198,kalashnikov2022mtopt,performance,reported_success_result,"paper reports gains across 12 tasks; 8,400 held-out evaluations are implied by 12 tasks × 100 trials × 7 checkpoints",task-defined success/result,success definition recorded for the work,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Aggregate robot-hours and staffing are NR; canonical metadata uses the 2022 PMLR proceedings paper.
QE-EFF-0199,riedmiller2018sacx,time,reported_phase_duration,approximately 10 h for lift,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0200,riedmiller2018sacx,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0201,riedmiller2018sacx,physical_interaction,physical_episodes_or_rollouts,approximately 1200 episodes,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported_approximate,Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0202,riedmiller2018sacx,control,control_frequency,NR,NR,NR,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0203,riedmiller2018sacx,time,active_or_aggregate_robot_hours,approximately 10,robot-hours,reported physical interaction or corpus-collection scope,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0204,riedmiller2018sacx,time,elapsed_wall_clock,approximately 10,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0205,riedmiller2018sacx,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0206,riedmiller2018sacx,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0207,riedmiller2018sacx,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Single hardware learning curve; bring-task time and intervention burden NR"
QE-EFF-0208,riedmiller2018sacx,evaluation,evaluation_trial_count,50,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0209,riedmiller2018sacx,performance,reported_success_result,"approximately 100% lift success after approximately 1,200 episodes and 10 h",task-defined success/result,success definition recorded for the work,NR,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. Single hardware learning curve; bring-task time and intervention burden NR
QE-EFF-0210,nair2020awac,time,reported_phase_duration,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,Summary index only; values across phases or tasks must not be added. Metric is NR in the verified source audit; NR is not zero. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0211,nair2020awac,physical_interaction,physical_steps_or_transitions,20000; 40000; 50000 by task,steps/transitions,reported physical collection or fine-tuning scope,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,source_reported,Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0212,nair2020awac,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0213,nair2020awac,control,control_frequency,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0214,nair2020awac,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0215,nair2020awac,time,elapsed_wall_clock,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0216,nair2020awac,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0217,nair2020awac,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0218,nair2020awac,human_input,demonstration_count,10; 10; 19 kinesthetic demonstrations by task,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Physical elapsed time and matched robot-hour totals are NR; preprint status"
QE-EFF-0219,nair2020awac,evaluation,evaluation_trial_count,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0220,nair2020awac,performance,reported_success_result,"physical curves reported to 20k, 40k and 50k online timesteps depending task",task-defined success/result,success definition recorded for the work,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Physical elapsed time and matched robot-hour totals are NR; preprint status
QE-EFF-0221,singh2021cog,time,reported_phase_duration,NR,NR,NR,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,not_reported,Summary index only; values across phases or tasks must not be added. Metric is NR in the verified source audit; NR is not zero. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0222,singh2021cog,physical_interaction,physical_steps_or_transitions,160000,steps/transitions,reported physical collection or fine-tuning scope,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,derived,Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0223,singh2021cog,physical_interaction,physical_episodes_or_rollouts,approximately 4000 new-task grasp attempts,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,source_reported_approximate,Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0224,singh2021cog,control,control_frequency,NR,NR,NR,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0225,singh2021cog,time,active_or_aggregate_robot_hours,54,robot-hours,reported physical interaction or corpus-collection scope,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0226,singh2021cog,time,elapsed_wall_clock,NR,NR,NR,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0227,singh2021cog,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0228,singh2021cog,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0229,singh2021cog,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty"
QE-EFF-0230,singh2021cog,evaluation,evaluation_trial_count,8,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0231,singh2021cog,performance,reported_success_result,COG succeeds on 7/8 attempts while the behavior-cloning oracle succeeds on 0/8,task-defined success/result,success definition recorded for the work,Comparator embedded in value; use the same task/protocol and inspect locator,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Offline training only for the main comparison; eight evaluation attempts give wide uncertainty
QE-EFF-0232,kumar2023ptr,time,reported_phase_duration,NR,NR,NR,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,not_reported,Summary index only; values across phases or tasks must not be added. Metric is NR in the verified source audit; NR is not zero. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0233,kumar2023ptr,physical_interaction,physical_steps_or_transitions,20000,steps/transitions,reported physical collection or fine-tuning scope,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,source_reported,Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0234,kumar2023ptr,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0235,kumar2023ptr,control,control_frequency,NR,NR,NR,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0236,kumar2023ptr,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0237,kumar2023ptr,time,elapsed_wall_clock,NR,NR,NR,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0238,kumar2023ptr,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0239,kumar2023ptr,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0240,kumar2023ptr,human_input,demonstration_count,10–20 target demonstrations; 40 door demonstrations in online study,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix."
QE-EFF-0241,kumar2023ptr,evaluation,evaluation_trial_count,10-20,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0242,kumar2023ptr,performance,reported_success_result,online door fine-tuning improves in-distribution 53% to 73% and OOD 13% to 60% over two seeds,task-defined success/result,success definition recorded for the work,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. Physical wall-clock and operator time NR; only two online seeds; local evidence uses the longer arXiv appendix.
QE-EFF-0243,chebotar2023qtransformer,time,reported_phase_duration,NR,NR,NR,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,not_reported,Summary index only; values across phases or tasks must not be added. Metric is NR in the verified source audit; NR is not zero. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0244,chebotar2023qtransformer,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0245,chebotar2023qtransformer,physical_interaction,physical_episodes_or_rollouts,58000,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,source_reported,No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0246,chebotar2023qtransformer,control,control_frequency,NR,NR,NR,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
QE-EFF-0247,chebotar2023qtransformer,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No online physical learning or end-to-end robot-hour total; evaluation denominator per aggregate NR
